@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'@DavidCreaton20 @VodafoneUK Ive got a situation for you- on hold for the rest of your life or 6 weeks of ket wonky k holes',other
'@VodafoneUK I need a pac code',other
'@VodafoneUK Im currently on the phone to your customer service and they have no idea how much I should be being charged...',customer_service
'@VodafoneUK Maybe once I was but I threw the sim in the bin cancelled the direct debit and lived happily ever after.',phone_services
'@VodafoneUK I cant send texts, it wont let me even click the send button to some people, Ive been in to your sto… https://t.co/ByqCBIlBME',other
'@ZeusMurphy1 @ThreeUK @EE @VodafoneUK What a shit reply 😂 @EE',other
'RT @JCPInSuffolk: P/T Retail Advisor @VodafoneUK  #Lowestoft #LowestoftJobs #SuffolkJobs See: https://t.co/tarqIBUgKL https://t.co/AVZMMF2z…',other
'@chIoewilliams @VodafoneUK Yeah I got that text the other day so I went online and cancelled it will that mean it’l… https://t.co/EIReoxvNn8',internet
'@VodafoneUK The future is 2 years paying for a sub standard service with no signal and everybody laughing at you fo… https://t.co/2zbLBN0DY0',customer_service
'@HoopsSunday @VodafoneUK  https://t.co/MG4hNuUPVc',other
'@VodafoneUK there is no network in india , several complaints made to @VodafoneIN @VodafoneGroup but of no use .See… https://t.co/KSuq1NfPNM',internet
'@dewimeirion @VodafoneUK @EE  https://t.co/thyy1WCZIS',other
'Whys @VodafoneUK having me life for u can’t just add a quid onto my monthly contract for no reason',financial
'@VodafoneUK Scam artists',other
'@Dalida1ma @TheCosmoSpirit @Lajnior @marsmarrakech @RaCh_glm @fzslay1 @LeLouuuup @ST_A7daddy @Souaad_ @babaksahbi… https://t.co/2aMzKAYuou',other
'@VodafoneUK Just did that. Didn’t work?',other
'@Iainladdie @VodafoneUK  https://t.co/vAK474sCZb',other
'@VodafoneUK just been lied to by your Chorley branch. Was gonna upgrade today but now thinking of cancelling',other
'@VodafoneUK I need to have my data capped',other
'@VodafoneUK Too late now, gone through dozens of calls (feels like anyway) after no one got back to us.',other
'@VodafoneUK Can you follow me',other
'@VodafoneUK I’ve sent a message to you',other
'Classic @VodafoneUK Waited in 6hrs for delivery of phone (you said today). Checked tracking # &amp; it’s Monday! Why am I staying with you?🤷🏻‍♀️',phone_services
'@VodafoneUK No its regarding the extra ££ added to my phone bill despite the fact Im still well within all the monthly limits?',financial
'@VodafoneUK I’ll DM',other
'Been on hold to @VodafoneUK for 54 minutes! Same music and a “really busy at the moment” message on repeat.... https://t.co/cp7tFchxno',other
'@VodafoneUK On your website there isnt any option on the contact us part.',other
'@VodafoneUK I have been a loyal customer for over 10 years but over the last 18 months I have had nothing but issue… https://t.co/kQCNZUbRls',customer_service
'@VodafoneUK ordered wifi through you a month ago, still no wifi, spent 3 hrs on phone as now the router cant be delivered. Ridiculous. 😞',internet
'@VodafoneUK Yes but it comes and goes',other
'@VodafoneUK shout out for Rory from NI in CS for a pragmatic human conversation, and retained my business.',other
'@VodafoneUK Yesterday I was advised I would receive a call tomorrow to sort out this mess. Half of that tomorrow… https://t.co/1XH8PVaijF',other
'@jastewy1895 @VodafoneUK  https://t.co/bhaBHOQn33',other
'@VodafoneUK There is no bars on the account Ive just looked.',other
'@preacher66 @vodafone @VodafoneUK and yes heard that one too many times!!! So rubbish',other
'@VodafoneUK Crap! theres much better deals , look elsewhere.',other
'@VodafoneUK Visited store today to see if it had been returned and Asian gentleman in blue voda jacket who had retu… https://t.co/MjudKVWAYW',sales
'RT @Write2Manmohan: @VodafoneIN @VodafoneUK @VodafoneQatar @vodafoneNZ @VodafoneGhana @prashantruia plz do needful. Alt no 9610757575 ,… ',other
'@DrGABaines @VodafoneUK Just cancel it all and move to @EE, they won’t let you down',other
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/5YqbPiOjha',phone_services
'New @VodafoneUK dongle arrived yesterday.aparently I used 59gb of data in 1/2 day, most of it whilst I was asleep. Complaints team useless!',customer_service
'@VodafoneUK Asked for it to be changed around 7 days ago',other
'RT @redpaperrosecom: 1/2 @Ofcom cancelled @VodafoneUK contract day after getting it. Took 1 mnth rental. Now say i must wait 3 weeks and ca…',financial
'@VodafoneUK asked you to change my payment date, wasnt a problem, money taken out on wrong date!! 😡',financial
'@VodafoneUK And no I dont want to DM I tried this and no replies to DM.',other
'@VodafoneUK about them either. all you care about is money, money that probably most of your customers dont have to give',customer_service
'@O2 The responses from @VodafoneUK @ThreeUK &amp; @EE have been pretty poor so far. Defensive &amp; clutching at straws. Th… https://t.co/fYwnqMnwTs',other
'@VodafoneUK I cancelled my contract in August and paid what I understood to be my final bill, so why has a bill for… https://t.co/PhG9zoAvWn',financial
'@mrchrisjohn @VodafoneUK Yup... But before you can do that you have to write to them and give them 28 or so days. Will be doing that today',other
'I’m sure @VodafoneUK use up your data quicker a few months after new contract do you buy more!1gb left after ONE WEEK of new allowance 👊🏻😡',financial
'How unacceptable that it is 9 days after my broadband was supposed to go live and @VodafoneUK cant answer any questions or give any updates',mobile_data
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/hdWlLrCdmO',phone_services
'Even though I called within their regular business hours. Unacceptable. @VodafoneUK',other
'@VodafoneUK',other
'RT @RayzingKane: Broadband down in the IV2 7LU postcode area. Any fixes? @VodafoneUK',mobile_data
'@Lindyloo029 @VodafoneUK Far East 🙃',other
'@VodafoneUK and I have to wait for my premium to expire? What happens if I dont, will it just not work until it expires?',other
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/YWrlfiIviJ',phone_services
'@VodafoneUK For the avoidance of doubt. This is official notice that I am not accepting a repair. I am completely w… https://t.co/UeTeHqpzzW',other
'RT @AngharadSoprano: @VodafoneUK Have been waiting to speak to someone for 1hr 18 minutes and STILL waiting in the queue. Poor customer Ser…',customer_service
'@VodafoneUK once again your company is a piece of shit. Cant do anything they say. When my iPad &amp; iPhone end I will be leaving',phone_services
'@VodafoneUK calls aren’t working and are just failing for me, my mum, my sister, my brother in law, is it an area problem?',other
'@VodafoneUK So if an unsuspecting customer was unaware, they’d be overcharged indefinitely? Are we reminded that ou… https://t.co/46Jlm6x1Ow',customer_service
'@VodafoneUK really disappointed that you dont value loyal customers, Ive been a customer for 8 years+, Ill be upgrading somewhere else',customer_service
'@VodafoneUK customer of 11 years &amp; eligible for an upgrade, yet your staff are not even willing to offer any incentive to stay! 🤔',customer_service
'Im hanging up @VodafoneUK https://t.co/wMVGYuJSWw',other
'Why is customer service so poor by corps @VodafoneUK @virginmedia &amp; many others?',customer_service
'@VodafoneUK Thanks, yes, I know,  but no update there since yesterday.  It had been perfect here for 2 years.  Just… https://t.co/RqudJhTGGz',other
'@VodafoneUK No plans for me unfortunately enjoy',other
'@VodafoneUK I try but doesnt work wish I can stay with some one over the weekend',other
'@VodafoneUK I’ve been trying to log into this over a bloody year now😡😡 https://t.co/uR0Mlf00uy',other
'Well done @VodafoneUK (Kilmarnock) for selling a contract Smart Phone to my 84yr Dad, who struggles to work the tv remote. #bams',financial
'@VodafoneUK I dont get your vision. What are we paying for?',other
'@VodafoneUK There is a collaborative opportunity your missing out on.',other
'@VodafoneUK We are going in circles. 191 tells me to go online, and your website is not working. Should I just get a PAC and go elsewhere?',internet
'@VodafoneUK But can’t activate a sim in 72 hours. Pile of shite',phone_services
'@VodafoneUK @mrchrisjohn Good luck trying to get any of your money back.... They owe me money and do fast Ive had… https://t.co/p2dOfxHNN0',financial
'@EE @bluelightcard @VodafoneUK will get my business from here on in bad times and @EE dont care @EERegrets their a… https://t.co/MawRFhdtkC',other
'@VodafoneUK my contract ends 3rd Nov, will my bill be automatically adjusted so that I’m not continuing to pay for the handset ????? Thanks',financial
'@VodafoneUK There isn’t much I can reply to this latest DM.... https://t.co/LROd5Jrvqw',other
'@VodafoneUK According to our supplier will be back tomorrow cheers',other
'@VodafoneUK just over a year into my contract and my phone keep freezing, overcharging me repeatedly aswell. So fed up 🙄',financial
'@VodafoneUK For example if you had an offline virtual phone that stored all settings you could simply (i say that e… https://t.co/otXEeKqIby',internet
'@VodafoneUK Seriously ? I just changed to o2 - a strong network than my previous with 6gb data for 20 now you do this to me',internet
'@VodafoneUK @NKurklu I wonder if guys understood the part kim verecek bunun hesabini? 😆',other
'@VodafoneUK customer service has been appalling in 2017, can never get through to customer service, cut our phone off in error?!',customer_service
'@VodafoneUK #your website app and customer services don’t work',customer_service
'RT @TheLawSociety: Congratulations to our #LawSocAwards finalists: @goughs_lawyers @wmlegal @VodafoneUK @GardnerLeader https://t.co/Jezyuma…',other
'@VodafoneUK Im not talking about an upgrade. You claim to notify customers when their contract is due to expire. You dont and you should.',customer_service
'Supposedly on @VodafoneUK ‘world traveller’ tariff at £5 per day yet been charged £39.01 so far after two hours in Dubai - Not impressed',financial
'@jamesohara11 @VodafoneUK Disgrace of a company😤😤',other
'@VodafoneUK hi, is it likely that Vodafone will return monies to customers who continued to pay for a phone that had been fully paid for?',customer_service
'@VodafoneUK So when I called the THIRD time I was literally just blanked ????????? What the fuck',other
'@VodafoneUK I’ve got a new Vodafone contract but the point is I shouldn’t have to pay you extra £60. Have a look at… https://t.co/TVe686h37Z',financial
'@VodafoneUK I didnt and I cant do that right now as Im getting getting ready for work right now.',other
'Just cancelled my 17 year old @VodafoneUK contract!',financial
'RT @LucyTrueloveArt: @VodafoneUK I advised her to go with @EE or @O2 and shes regretting it now we’ve been waiting 3wks for a manager to ca…',other
'RT @LucyTrueloveArt: @francosaidwhat @VodafoneUK @EE @O2 I’ve been with @ee for 21 yrs, next Friday I’ll decide if I’m leaving them for @O2',other
'RT @LucyTrueloveArt: @VodafoneUK on behalf of my partially sighted aunt- account 7026740819. She’s been waitin wks and has no phone THIS IS…',phone_services
'RT @LucyTrueloveArt: @VodafoneUK on behalf of my partially sighted aunt- account 7026740819. She’s been waitin wks and has no phone THIS IS…',phone_services
'RT @LucyTrueloveArt: @francosaidwhat @VodafoneUK @EE @O2 Omg I’m so sorry 😢 well my aunt is close to breaking point she also has a severe d…',other
'@VodafoneUK you sent me out a new broadband router do I need to tell you iv plugged it in for it to work? Bc nothing is happening?',internet
'@VodafoneUK I have sent a dm, please can you look into this. I don’t want to have to change my number because of your bad customer service.',customer_service
'@VodafoneUK No as I didn’t put the phone on untill I go home and I was to late to ring',phone_services
'@VodafoneUK Im just disappointed that my custom is worth less to #Vodafone that the custom of your competitors',other
'@VodafoneUK Hello, my contract was coming to an end and I wanted to cancel but your colleague told me to wait for a better deal and that',financial
'@VodafoneUK @BenOM13 I didnt either and have since had appalling service. Let down x 2 no call back. Def cancelling tomorrow',customer_service
